system,sessions,trial,outcome,p_val
Null,85,7,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,85,8,0.5681818181818182,3.7425077188266804e-06
BM25,85,8,0.5,7.673195200617477e-07
Baseline,85,8,0.38095238095238093,6.99937338968946e-08
Tf,85,8,0.35714285714285715,4.320463057827488e-08
Dl,85,8,0.24390243902439024,4.708980436673801e-09
Null,85,8,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,85,9,0.5813953488372093,4.422710914565096e-06
BM25,85,9,0.5121951219512195,8.8348256023392e-07
Baseline,85,9,0.3902439024390244,8.345700333429495e-08
Tf,85,9,0.3170731707317073,1.9919816261963716e-08
Dl,85,9,0.17073170731707318,1.1044620578073076e-09
Null,85,9,0.0,1.2718350764632539e-10
XSqrA_M,85,10,0.5581395348837209,2.743034533895946e-06
BM25,85,10,0.4878048780487805,5.529879918098313e-07
Baseline,85,10,0.3902439024390244,8.345700333429495e-08
Tf,85,10,0.34146341463414637,3.215040713607078e-08
Dl,85,10,0.175,1.351292032809416e-09
Null,85,10,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,86,1,0.5581395348837209,2.743034533895946e-06
BM25,86,1,0.5121951219512195,8.8348256023392e-07
Baseline,86,1,0.5365853658536586,1.4086855631251127e-06
Tf,86,1,0.3902439024390244,8.345700333429495e-08
Dl,86,1,0.175,1.351292032809416e-09
Null,86,1,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,86,2,0.5813953488372093,4.422710914565096e-06
BM25,86,2,0.5121951219512195,8.8348256023392e-07
Baseline,86,2,0.34146341463414637,3.215040713607078e-08
Tf,86,2,0.34146341463414637,3.215040713607078e-08
Dl,86,2,0.12195121951219512,4.1850083585941083e-10
Null,86,2,0.058823529411764705,3.175900697340418e-10
XSqrA_M,86,3,0.5681818181818182,3.7425077188266804e-06
BM25,86,3,0.5,7.673195200617477e-07
Baseline,86,3,0.42857142857142855,1.8310345973738212e-07
Tf,86,3,0.30952380952380953,1.641422244527307e-08
Dl,86,3,0.24390243902439024,4.708980436673801e-09
Null,86,3,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,86,4,0.5813953488372093,4.422710914565096e-06
BM25,86,4,0.4878048780487805,5.529879918098313e-07
Baseline,86,4,0.6,3.88536849688825e-06
Tf,86,4,0.3170731707317073,1.9919816261963716e-08
Dl,86,4,0.15384615384615385,1.0068612351282442e-09
Null,86,4,0.0,1.2718350764632539e-10
XSqrA_M,86,5,0.5909090909090909,6.076830232977395e-06
BM25,86,5,0.5,7.673195200617477e-07
Baseline,86,5,0.40476190476190477,1.132731508896442e-07
Tf,86,5,0.30952380952380953,1.641422244527307e-08
Dl,86,5,0.14634146341463414,6.80097621703464e-10
Null,86,5,0.0,1.1183944549158517e-10
XSqrA_M,86,6,0.5581395348837209,2.743034533895946e-06
BM25,86,6,0.5121951219512195,8.8348256023392e-07
Baseline,86,6,0.5121951219512195,8.8348256023392e-07
Tf,86,6,0.3170731707317073,1.9919816261963716e-08
Dl,86,6,0.1,3.191265006925598e-10
Null,86,6,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,86,7,0.5813953488372093,4.422710914565096e-06
BM25,86,7,0.5121951219512195,8.8348256023392e-07
Baseline,86,7,0.5609756097560976,2.2412021885176647e-06
Tf,86,7,0.34146341463414637,3.215040713607078e-08
Dl,86,7,0.125,5.166992602893738e-10
Null,86,7,0.0,1.2718350764632539e-10
XSqrA_M,86,8,0.5581395348837209,2.743034533895946e-06
BM25,86,8,0.5121951219512195,8.8348256023392e-07
Baseline,86,8,0.4146341463414634,1.342021485676956e-07
Tf,86,8,0.3170731707317073,1.9919816261963716e-08
Dl,86,8,0.2,2.1824468624358617e-09
Null,86,8,0.058823529411764705,3.175900697340418e-10
XSqrA_M,86,9,0.5909090909090909,6.076830232977395e-06
BM25,86,9,0.5,7.673195200617477e-07
Baseline,86,9,0.6428571428571429,1.2837744618433384e-05
Tf,86,9,0.35714285714285715,4.320463057827488e-08
Dl,86,9,0.21951219512195122,2.906358969444204e-09
Null,86,9,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,86,10,0.5909090909090909,6.076830232977395e-06
BM25,86,10,0.5,7.673195200617477e-07
Baseline,86,10,0.38095238095238093,6.99937338968946e-08
Tf,86,10,0.3333333333333333,2.664243468527271e-08
Dl,86,10,0.14634146341463414,6.80097621703464e-10
Null,86,10,0.05714285714285714,2.819825034629631e-10
XSqrA_M,87,1,0.5581395348837209,2.743034533895946e-06
BM25,87,1,0.5121951219512195,8.8348256023392e-07
Baseline,87,1,0.43902439024390244,2.154942114285424e-07
Tf,87,1,0.3902439024390244,8.345700333429495e-08
Dl,87,1,0.125,5.166992602893738e-10
Null,87,1,0.0,1.2718350764632539e-10
XSqrA_M,87,2,0.5681818181818182,3.7425077188266804e-06
BM25,87,2,0.5,7.673195200617477e-07
Baseline,87,2,0.5238095238095238,1.2333477307067912e-06
Tf,87,2,0.35714285714285715,4.320463057827488e-08
Dl,87,2,0.19047619047619047,1.4400407563008076e-09
Null,87,2,0.0,1.1183944549158517e-10
XSqrA_M,87,3,0.5581395348837209,2.743034533895946e-06
BM25,87,3,0.5121951219512195,8.8348256023392e-07
Baseline,87,3,0.5121951219512195,8.8348256023392e-07
Tf,87,3,0.34146341463414637,3.215040713607078e-08
Dl,87,3,0.175,1.351292032809416e-09
Null,87,3,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,87,4,0.5813953488372093,4.422710914565096e-06
BM25,87,4,0.5121951219512195,8.8348256023392e-07
Baseline,87,4,0.5609756097560976,2.2412021885176647e-06
Tf,87,4,0.34146341463414637,3.215040713607078e-08
Dl,87,4,0.14634146341463414,6.80097621703464e-10
Null,87,4,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,87,5,0.5581395348837209,2.743034533895946e-06
BM25,87,5,0.5121951219512195,8.8348256023392e-07
Baseline,87,5,0.5365853658536586,1.4086855631251127e-06
Tf,87,5,0.3902439024390244,8.345700333429495e-08
Dl,87,5,0.125,5.166992602893738e-10
Null,87,5,0.058823529411764705,3.175900697340418e-10
XSqrA_M,87,6,0.5581395348837209,2.743034533895946e-06
BM25,87,6,0.5121951219512195,8.8348256023392e-07
Baseline,87,6,0.43902439024390244,2.154942114285424e-07
Tf,87,6,0.36585365853658536,5.1831213598398384e-08
Dl,87,6,0.25,5.676644230612976e-09
Null,87,6,0.0,1.2718350764632539e-10
XSqrA_M,87,7,0.5348837209302325,1.6984666430537982e-06
BM25,87,7,0.4878048780487805,5.529879918098313e-07
Baseline,87,7,0.5609756097560976,2.2412021885176647e-06
Tf,87,7,0.2926829268292683,1.2328824811760408e-08
Dl,87,7,0.2,2.1824468624358617e-09
Null,87,7,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,87,8,0.5909090909090909,6.076830232977395e-06
BM25,87,8,0.5,7.673195200617477e-07
Baseline,87,8,0.5238095238095238,1.2333477307067912e-06
Tf,87,8,0.35714285714285715,4.320463057827488e-08
Dl,87,8,0.1951219512195122,1.7923248521993405e-09
Null,87,8,0.0,1.1183944549158517e-10
XSqrA_M,87,9,0.5909090909090909,6.076830232977395e-06
BM25,87,9,0.47619047619047616,4.7661788511851224e-07
Baseline,87,9,0.5714285714285714,3.169123168918922e-06
Tf,87,9,0.3333333333333333,2.664243468527271e-08
Dl,87,9,0.17073170731707318,1.1044620578073076e-09
Null,87,9,0.05714285714285714,2.819825034629631e-10
XSqrA_M,87,10,0.5681818181818182,3.7425077188266804e-06
BM25,87,10,0.5,7.673195200617477e-07
Baseline,87,10,0.3333333333333333,2.664243468527271e-08
Tf,87,10,0.35714285714285715,4.320463057827488e-08
Dl,87,10,0.16666666666666666,8.833588441301725e-10
Null,87,10,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,88,1,0.5909090909090909,6.076830232977395e-06
BM25,88,1,0.5,7.673195200617477e-07
Baseline,88,1,0.6666666666666666,2.0352649770204853e-05
Tf,88,1,0.2857142857142857,1.0104085164769171e-08
Dl,88,1,0.0975609756097561,2.5736107901310056e-10
Null,88,1,0.0,1.1183944549158517e-10
XSqrA_M,88,2,0.5681818181818182,3.7425077188266804e-06
BM25,88,2,0.5,7.673195200617477e-07
Baseline,88,2,0.42857142857142855,1.8310345973738212e-07
Tf,88,2,0.35714285714285715,4.320463057827488e-08
Dl,88,2,0.19047619047619047,1.4400407563008076e-09
Null,88,2,0.05714285714285714,2.819825034629631e-10
XSqrA_M,88,3,0.5681818181818182,3.7425077188266804e-06
BM25,88,3,0.5,7.673195200617477e-07
Baseline,88,3,0.6190476190476191,8.073767420438102e-06
Tf,88,3,0.3333333333333333,2.664243468527271e-08
Dl,88,3,0.24390243902439024,4.708980436673801e-09
Null,88,3,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,88,4,0.5909090909090909,6.076830232977395e-06
BM25,88,4,0.5,7.673195200617477e-07
Baseline,88,4,0.6190476190476191,8.073767420438102e-06
Tf,88,4,0.30952380952380953,1.641422244527307e-08
Dl,88,4,0.14634146341463414,6.80097621703464e-10
Null,88,4,0.05714285714285714,2.819825034629631e-10
XSqrA_M,88,5,0.5681818181818182,3.7425077188266804e-06
BM25,88,5,0.5,7.673195200617477e-07
Baseline,88,5,0.4523809523809524,2.9561498122002533e-07
Tf,88,5,0.35714285714285715,4.320463057827488e-08
Dl,88,5,0.14634146341463414,6.80097621703464e-10
Null,88,5,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,88,6,0.5681818181818182,3.7425077188266804e-06
BM25,88,6,0.5,7.673195200617477e-07
Baseline,88,6,0.4523809523809524,2.9561498122002533e-07
Tf,88,6,0.35714285714285715,4.320463057827488e-08
Dl,88,6,0.17073170731707318,1.1044620578073076e-09
Null,88,6,0.05714285714285714,2.819825034629631e-10
XSqrA_M,88,7,0.5909090909090909,6.076830232977395e-06
BM25,88,7,0.4523809523809524,2.9561498122002533e-07
Baseline,88,7,0.5,7.673195200617477e-07
Tf,88,7,0.3333333333333333,2.664243468527271e-08
Dl,88,7,0.24390243902439024,4.708980436673801e-09
Null,88,7,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,88,8,0.5909090909090909,6.076830232977395e-06
BM25,88,8,0.5,7.673195200617477e-07
Baseline,88,8,0.5714285714285714,3.169123168918922e-06
Tf,88,8,0.35714285714285715,4.320463057827488e-08
Dl,88,8,0.19047619047619047,1.4400407563008076e-09
Null,88,8,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,88,9,0.5909090909090909,6.076830232977395e-06
BM25,88,9,0.5,7.673195200617477e-07
Baseline,88,9,0.42857142857142855,1.8310345973738212e-07
Tf,88,9,0.3333333333333333,2.664243468527271e-08
Dl,88,9,0.21951219512195122,2.906358969444204e-09
Null,88,9,0.05714285714285714,2.819825034629631e-10
XSqrA_M,88,10,0.5813953488372093,4.422710914565096e-06
BM25,88,10,0.5121951219512195,8.8348256023392e-07
Baseline,88,10,0.6585365853658537,1.3980455265091693e-05
Tf,88,10,0.3170731707317073,1.9919816261963716e-08
Dl,88,10,0.125,5.166992602893738e-10
Null,88,10,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,89,1,0.5454545454545454,2.301796726181159e-06
BM25,89,1,0.5,7.673195200617477e-07
Baseline,89,1,0.5476190476190477,1.9789360052599056e-06
Tf,89,1,0.35714285714285715,4.320463057827488e-08
Dl,89,1,0.2682926829268293,7.62300515493039e-09
Null,89,1,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,89,2,0.5813953488372093,4.422710914565096e-06
BM25,89,2,0.5121951219512195,8.8348256023392e-07
Baseline,89,2,0.4878048780487805,5.529879918098313e-07
Tf,89,2,0.3170731707317073,1.9919816261963716e-08
Dl,89,2,0.2,2.1824468624358617e-09
Null,89,2,0.058823529411764705,3.175900697340418e-10
XSqrA_M,89,3,0.5909090909090909,6.076830232977395e-06
BM25,89,3,0.5,7.673195200617477e-07
Baseline,89,3,0.5,7.673195200617477e-07
Tf,89,3,0.35714285714285715,4.320463057827488e-08
Dl,89,3,0.21951219512195122,2.906358969444204e-09
Null,89,3,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,89,4,0.5909090909090909,6.076830232977395e-06
BM25,89,4,0.5,7.673195200617477e-07
Baseline,89,4,0.6428571428571429,1.2837744618433384e-05
Tf,89,4,0.3333333333333333,2.664243468527271e-08
Dl,89,4,0.21951219512195122,2.906358969444204e-09
Null,89,4,0.0,1.1183944549158517e-10
XSqrA_M,89,5,0.5681818181818182,3.7425077188266804e-06
BM25,89,5,0.47619047619047616,4.7661788511851224e-07
Baseline,89,5,0.35714285714285715,4.320463057827488e-08
Tf,89,5,0.2857142857142857,1.0104085164769171e-08
Dl,89,5,0.24390243902439024,4.708980436673801e-09
Null,89,5,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,89,6,0.5454545454545454,2.301796726181159e-06
BM25,89,6,0.47619047619047616,4.7661788511851224e-07
Baseline,89,6,0.5238095238095238,1.2333477307067912e-06
Tf,89,6,0.3333333333333333,2.664243468527271e-08
Dl,89,6,0.21951219512195122,2.906358969444204e-09
Null,89,6,0.0,1.1183944549158517e-10
XSqrA_M,89,7,0.5909090909090909,6.076830232977395e-06
BM25,89,7,0.5,7.673195200617477e-07
Baseline,89,7,0.6190476190476191,8.073767420438102e-06
Tf,89,7,0.3333333333333333,2.664243468527271e-08
Dl,89,7,0.1951219512195122,1.7923248521993405e-09
Null,89,7,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,89,8,0.5909090909090909,6.076830232977395e-06
BM25,89,8,0.5,7.673195200617477e-07
Baseline,89,8,0.6097560975609756,5.630843456507827e-06
Tf,89,8,0.2857142857142857,1.0104085164769171e-08
Dl,89,8,0.275,9.140953152503078e-09
Null,89,8,0.0,1.1183944549158517e-10
XSqrA_M,89,9,0.5813953488372093,4.422710914565096e-06
BM25,89,9,0.4878048780487805,5.529879918098313e-07
Baseline,89,9,0.4146341463414634,1.342021485676956e-07
Tf,89,9,0.36585365853658536,5.1831213598398384e-08
Dl,89,9,0.175,1.351292032809416e-09
Null,89,9,0.058823529411764705,3.175900697340418e-10
XSqrA_M,89,10,0.5681818181818182,3.7425077188266804e-06
BM25,89,10,0.5,7.673195200617477e-07
Baseline,89,10,0.42857142857142855,1.8310345973738212e-07
Tf,89,10,0.40476190476190477,1.132731508896442e-07
Dl,89,10,0.19047619047619047,1.4400407563008076e-09
Null,89,10,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,90,1,0.5581395348837209,2.743034533895946e-06
BM25,90,1,0.5121951219512195,8.8348256023392e-07
Baseline,90,1,0.43902439024390244,2.154942114285424e-07
Tf,90,1,0.36585365853658536,5.1831213598398384e-08
Dl,90,1,0.15,8.359365900938847e-10
Null,90,1,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,90,2,0.5909090909090909,6.076830232977395e-06
BM25,90,2,0.5,7.673195200617477e-07
Baseline,90,2,0.5238095238095238,1.2333477307067912e-06
Tf,90,2,0.30952380952380953,1.641422244527307e-08
Dl,90,2,0.16666666666666666,8.833588441301725e-10
Null,90,2,0.0,1.1183944549158517e-10
XSqrA_M,90,3,0.5681818181818182,3.7425077188266804e-06
BM25,90,3,0.5,7.673195200617477e-07
Baseline,90,3,0.40476190476190477,1.132731508896442e-07
Tf,90,3,0.35714285714285715,4.320463057827488e-08
Dl,90,3,0.21951219512195122,2.906358969444204e-09
Null,90,3,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,90,4,0.5813953488372093,4.422710914565096e-06
BM25,90,4,0.5121951219512195,8.8348256023392e-07
Baseline,90,4,0.43902439024390244,2.154942114285424e-07
Tf,90,4,0.36585365853658536,5.1831213598398384e-08
Dl,90,4,0.25,5.676644230612976e-09
Null,90,4,0.0,1.2718350764632539e-10
XSqrA_M,90,5,0.5681818181818182,3.7425077188266804e-06
BM25,90,5,0.5,7.673195200617477e-07
Baseline,90,5,0.5714285714285714,3.169123168918922e-06
Tf,90,5,0.30952380952380953,1.641422244527307e-08
Dl,90,5,0.17073170731707318,1.1044620578073076e-09
Null,90,5,0.0,1.1183944549158517e-10
XSqrA_M,90,6,0.5681818181818182,3.7425077188266804e-06
BM25,90,6,0.5,7.673195200617477e-07
Baseline,90,6,0.5238095238095238,1.2333477307067912e-06
Tf,90,6,0.3333333333333333,2.664243468527271e-08
Dl,90,6,0.12195121951219512,4.1850083585941083e-10
Null,90,6,0.05714285714285714,2.819825034629631e-10
XSqrA_M,90,7,0.5681818181818182,3.7425077188266804e-06
BM25,90,7,0.5,7.673195200617477e-07
Baseline,90,7,0.4523809523809524,2.9561498122002533e-07
Tf,90,7,0.35714285714285715,4.320463057827488e-08
Dl,90,7,0.21428571428571427,2.3461074282142595e-09
Null,90,7,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,90,8,0.5454545454545454,2.301796726181159e-06
BM25,90,8,0.5,7.673195200617477e-07
Baseline,90,8,0.42857142857142855,1.8310345973738212e-07
Tf,90,8,0.3333333333333333,2.664243468527271e-08
Dl,90,8,0.21951219512195122,2.906358969444204e-09
Null,90,8,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,90,9,0.5681818181818182,3.7425077188266804e-06
BM25,90,9,0.5,7.673195200617477e-07
Baseline,90,9,0.42857142857142855,1.8310345973738212e-07
Tf,90,9,0.30952380952380953,1.641422244527307e-08
Dl,90,9,0.21951219512195122,2.906358969444204e-09
Null,90,9,0.05714285714285714,2.819825034629631e-10
XSqrA_M,90,10,0.5909090909090909,6.076830232977395e-06
BM25,90,10,0.5,7.673195200617477e-07
Baseline,90,10,0.38095238095238093,6.99937338968946e-08
Tf,90,10,0.30952380952380953,1.641422244527307e-08
Dl,90,10,0.17073170731707318,1.1044620578073076e-09
Null,90,10,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,91,1,0.5681818181818182,3.7425077188266804e-06
BM25,91,1,0.5,7.673195200617477e-07
Baseline,91,1,0.3333333333333333,2.664243468527271e-08
Tf,91,1,0.35714285714285715,4.320463057827488e-08
Dl,91,1,0.16666666666666666,8.833588441301725e-10
Null,91,1,0.0,1.1183944549158517e-10
XSqrA_M,91,2,0.5909090909090909,6.076830232977395e-06
BM25,91,2,0.5,7.673195200617477e-07
Baseline,91,2,0.5714285714285714,3.169123168918922e-06
Tf,91,2,0.38095238095238093,6.99937338968946e-08
Dl,91,2,0.2926829268292683,1.2328824811760408e-08
Null,91,2,0.0,1.1183944549158517e-10
XSqrA_M,91,3,0.5681818181818182,3.7425077188266804e-06
BM25,91,3,0.5,7.673195200617477e-07
Baseline,91,3,0.4523809523809524,2.9561498122002533e-07
Tf,91,3,0.35714285714285715,4.320463057827488e-08
Dl,91,3,0.3170731707317073,1.9919816261963716e-08
Null,91,3,0.05714285714285714,2.819825034629631e-10
XSqrA_M,91,4,0.5909090909090909,6.076830232977395e-06
BM25,91,4,0.5,7.673195200617477e-07
Baseline,91,4,0.5714285714285714,3.169123168918922e-06
Tf,91,4,0.35714285714285715,4.320463057827488e-08
Dl,91,4,0.17073170731707318,1.1044620578073076e-09
Null,91,4,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,91,5,0.5909090909090909,6.076830232977395e-06
BM25,91,5,0.5,7.673195200617477e-07
Baseline,91,5,0.5238095238095238,1.2333477307067912e-06
Tf,91,5,0.3333333333333333,2.664243468527271e-08
Dl,91,5,0.21951219512195122,2.906358969444204e-09
Null,91,5,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,91,6,0.5581395348837209,2.743034533895946e-06
BM25,91,6,0.5121951219512195,8.8348256023392e-07
Baseline,91,6,0.5853658536585366,3.557164763074842e-06
Tf,91,6,0.2926829268292683,1.2328824811760408e-08
Dl,91,6,0.1951219512195122,1.7923248521993405e-09
Null,91,6,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,91,7,0.5454545454545454,2.301796726181159e-06
BM25,91,7,0.47619047619047616,4.7661788511851224e-07
Baseline,91,7,0.35714285714285715,4.320463057827488e-08
Tf,91,7,0.35714285714285715,4.320463057827488e-08
Dl,91,7,0.23809523809523808,3.8197855255908885e-09
Null,91,7,0.0,1.1183944549158517e-10
XSqrA_M,91,8,0.5681818181818182,3.7425077188266804e-06
BM25,91,8,0.5,7.673195200617477e-07
Baseline,91,8,0.35714285714285715,4.320463057827488e-08
Tf,91,8,0.35714285714285715,4.320463057827488e-08
Dl,91,8,0.21428571428571427,2.3461074282142595e-09
Null,91,8,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,91,9,0.5909090909090909,6.076830232977395e-06
BM25,91,9,0.5,7.673195200617477e-07
Baseline,91,9,0.5476190476190477,1.9789360052599056e-06
Tf,91,9,0.30952380952380953,1.641422244527307e-08
Dl,91,9,0.16666666666666666,8.833588441301725e-10
Null,91,9,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,91,10,0.5581395348837209,2.743034533895946e-06
BM25,91,10,0.5121951219512195,8.8348256023392e-07
Baseline,91,10,0.3170731707317073,1.9919816261963716e-08
Tf,91,10,0.3170731707317073,1.9919816261963716e-08
Dl,91,10,0.175,1.351292032809416e-09
Null,91,10,0.0,1.2718350764632539e-10
XSqrA_M,92,1,0.5581395348837209,2.743034533895946e-06
BM25,92,1,0.5121951219512195,8.8348256023392e-07
Baseline,92,1,0.4634146341463415,3.4549367520738685e-07
Tf,92,1,0.36585365853658536,5.1831213598398384e-08
Dl,92,1,0.125,5.166992602893738e-10
Null,92,1,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,92,2,0.5681818181818182,3.7425077188266804e-06
BM25,92,2,0.5,7.673195200617477e-07
Baseline,92,2,0.5,7.673195200617477e-07
Tf,92,2,0.35714285714285715,4.320463057827488e-08
Dl,92,2,0.1951219512195122,1.7923248521993405e-09
Null,92,2,0.0,1.1183944549158517e-10
XSqrA_M,92,3,0.5681818181818182,3.7425077188266804e-06
BM25,92,3,0.47619047619047616,4.7661788511851224e-07
Baseline,92,3,0.5238095238095238,1.2333477307067912e-06
Tf,92,3,0.30952380952380953,1.641422244527307e-08
Dl,92,3,0.21951219512195122,2.906358969444204e-09
Null,92,3,0.05714285714285714,2.819825034629631e-10
XSqrA_M,92,4,0.5581395348837209,2.743034533895946e-06
BM25,92,4,0.5121951219512195,8.8348256023392e-07
Baseline,92,4,0.5121951219512195,8.8348256023392e-07
Tf,92,4,0.3170731707317073,1.9919816261963716e-08
Dl,92,4,0.25,5.676644230612976e-09
Null,92,4,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,92,5,0.5681818181818182,3.7425077188266804e-06
BM25,92,5,0.5,7.673195200617477e-07
Baseline,92,5,0.5238095238095238,1.2333477307067912e-06
Tf,92,5,0.35714285714285715,4.320463057827488e-08
Dl,92,5,0.2682926829268293,7.62300515493039e-09
Null,92,5,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,92,6,0.5681818181818182,3.7425077188266804e-06
BM25,92,6,0.5,7.673195200617477e-07
Baseline,92,6,0.5,7.673195200617477e-07
Tf,92,6,0.30952380952380953,1.641422244527307e-08
Dl,92,6,0.21951219512195122,2.906358969444204e-09
Null,92,6,0.05714285714285714,2.819825034629631e-10
XSqrA_M,92,7,0.5581395348837209,2.743034533895946e-06
BM25,92,7,0.5121951219512195,8.8348256023392e-07
Baseline,92,7,0.4634146341463415,3.4549367520738685e-07
Tf,92,7,0.3170731707317073,1.9919816261963716e-08
Dl,92,7,0.175,1.351292032809416e-09
Null,92,7,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,92,8,0.5909090909090909,6.076830232977395e-06
BM25,92,8,0.5,7.673195200617477e-07
Baseline,92,8,0.40476190476190477,1.132731508896442e-07
Tf,92,8,0.35714285714285715,4.320463057827488e-08
Dl,92,8,0.24390243902439024,4.708980436673801e-09
Null,92,8,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,92,9,0.5909090909090909,6.076830232977395e-06
BM25,92,9,0.5,7.673195200617477e-07
Baseline,92,9,0.5714285714285714,3.169123168918922e-06
Tf,92,9,0.3333333333333333,2.664243468527271e-08
Dl,92,9,0.17073170731707318,1.1044620578073076e-09
Null,92,9,0.05714285714285714,2.819825034629631e-10
XSqrA_M,92,10,0.5681818181818182,3.7425077188266804e-06
BM25,92,10,0.5,7.673195200617477e-07
Baseline,92,10,0.5238095238095238,1.2333477307067912e-06
Tf,92,10,0.3333333333333333,2.664243468527271e-08
Dl,92,10,0.24390243902439024,4.708980436673801e-09
Null,92,10,0.0,1.1183944549158517e-10
XSqrA_M,93,1,0.5581395348837209,2.743034533895946e-06
BM25,93,1,0.5121951219512195,8.8348256023392e-07
Baseline,93,1,0.4634146341463415,3.4549367520738685e-07
Tf,93,1,0.3902439024390244,8.345700333429495e-08
Dl,93,1,0.275,9.140953152503078e-09
Null,93,1,0.0,1.2718350764632539e-10
XSqrA_M,93,2,0.5681818181818182,3.7425077188266804e-06
BM25,93,2,0.5,7.673195200617477e-07
Baseline,93,2,0.5,7.673195200617477e-07
Tf,93,2,0.30952380952380953,1.641422244527307e-08
Dl,93,2,0.2682926829268293,7.62300515493039e-09
Null,93,2,0.05714285714285714,2.819825034629631e-10
XSqrA_M,93,3,0.5909090909090909,6.076830232977395e-06
BM25,93,3,0.5,7.673195200617477e-07
Baseline,93,3,0.30952380952380953,1.641422244527307e-08
Tf,93,3,0.3333333333333333,2.664243468527271e-08
Dl,93,3,0.14634146341463414,6.80097621703464e-10
Null,93,3,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,93,4,0.5681818181818182,3.7425077188266804e-06
BM25,93,4,0.5,7.673195200617477e-07
Baseline,93,4,0.42857142857142855,1.8310345973738212e-07
Tf,93,4,0.35714285714285715,4.320463057827488e-08
Dl,93,4,0.21951219512195122,2.906358969444204e-09
Null,93,4,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,93,5,0.5813953488372093,4.422710914565096e-06
BM25,93,5,0.5121951219512195,8.8348256023392e-07
Baseline,93,5,0.4634146341463415,3.4549367520738685e-07
Tf,93,5,0.3902439024390244,8.345700333429495e-08
Dl,93,5,0.125,5.166992602893738e-10
Null,93,5,0.0,1.2718350764632539e-10
XSqrA_M,93,6,0.5454545454545454,2.301796726181159e-06
BM25,93,6,0.5,7.673195200617477e-07
Baseline,93,6,0.47619047619047616,4.7661788511851224e-07
Tf,93,6,0.3333333333333333,2.664243468527271e-08
Dl,93,6,0.21428571428571427,2.3461074282142595e-09
Null,93,6,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,93,7,0.5813953488372093,4.422710914565096e-06
BM25,93,7,0.5121951219512195,8.8348256023392e-07
Baseline,93,7,0.34146341463414637,3.215040713607078e-08
Tf,93,7,0.34146341463414637,3.215040713607078e-08
Dl,93,7,0.225,3.521543598730579e-09
Null,93,7,0.058823529411764705,3.175900697340418e-10
XSqrA_M,93,8,0.5681818181818182,3.7425077188266804e-06
BM25,93,8,0.5,7.673195200617477e-07
Baseline,93,8,0.47619047619047616,4.7661788511851224e-07
Tf,93,8,0.30952380952380953,1.641422244527307e-08
Dl,93,8,0.14285714285714285,5.415656857169009e-10
Null,93,8,0.02857142857142857,1.7769853124621114e-10
XSqrA_M,93,9,0.5681818181818182,3.7425077188266804e-06
BM25,93,9,0.5,7.673195200617477e-07
Baseline,93,9,0.5238095238095238,1.2333477307067912e-06
Tf,93,9,0.38095238095238093,6.99937338968946e-08
Dl,93,9,0.11904761904761904,3.3184216206329287e-10
Null,93,9,0.0,1.1183944549158517e-10
XSqrA_M,93,10,0.5681818181818182,3.7425077188266804e-06
BM25,93,10,0.5,7.673195200617477e-07
Baseline,93,10,0.3902439024390244,8.345700333429495e-08
Tf,93,10,0.35714285714285715,4.320463057827488e-08
Dl,93,10,0.15,8.359365900938847e-10
Null,93,10,0.0,1.1183944549158517e-10
